Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Workout_Intensity,Calories_per_Min,HRR,BMI_Category,Hydration_per_Kg
31,Male,70.7,1.67,192.0,138.0,57.0,1.01,703.0,HIIT,15.4,2.3,4,Professional,25.2,0.719,11.601,135.0,Overweight,0.033
26,Male,84.4,1.69,201.0,153.0,72.0,0.61,435.0,Rowing,24.3,2.3,3,Beginner,29.4,0.761,11.885,129.0,Overweight,0.027
20,Male,78.9,1.87,205.0,147.0,67.0,0.8,440.0,Tennis,18.6,2.6,3,Intermediate,22.5,0.717,9.167,138.0,Normal,0.033
29,Female,72.5,1.67,191.0,118.0,65.0,0.68,243.0,Yoga,29.2,2.4,3,Intermediate,26.1,0.618,5.956,126.0,Overweight,0.033
45,Male,89.2,1.83,170.0,136.0,62.0,0.75,628.0,Cycling,24.0,2.8,2,Beginner,26.5,0.8,13.956,108.0,Overweight,0.031
37,Male,63.8,1.7,177.0,128.0,78.0,0.97,547.0,Cycling,15.6,2.4,3,Advanced,22.2,0.723,9.399,99.0,Normal,0.038
50,Male,77.2,1.69,164.0,100.0,59.0,0.92,364.0,Yoga,20.7,2.4,5,Advanced,27.1,0.61,6.594,105.0,Overweight,0.031
18,Female,69.9,1.73,207.0,156.0,76.0,0.71,384.0,Aerobics,26.4,2.1,5,Beginner,23.3,0.754,9.014,131.0,Normal,0.03
18,Female,59.5,1.55,192.0,137.0,67.0,0.64,335.0,Rowing,28.6,2.0,4,Intermediate,24.9,0.714,8.724,125.0,Normal,0.034
18,Male,109.4,1.88,195.0,165.0,78.0,0.5,565.0,HIIT,25.2,3.0,3,Beginner,31.1,0.846,18.833,117.0,Obese,0.027
22,Male,83.0,1.89,190.0,140.0,72.0,0.5,276.0,Soccer,15.9,2.6,2,Beginner,23.1,0.737,9.2,118.0,Normal,0.031
26,Female,55.7,1.73,196.0,148.0,65.0,0.62,295.0,Rowing,21.6,2.0,3,Intermediate,18.5,0.755,7.93,131.0,Normal,0.036
42,Male,89.5,1.73,168.0,134.0,75.0,0.67,607.0,Rowing,27.5,2.8,4,Beginner,30.0,0.798,15.1,93.0,Obese,0.031
56,Male,87.1,1.78,163.0,100.0,77.0,0.63,268.0,Pilates,22.2,2.3,3,Intermediate,27.5,0.613,7.09,86.0,Overweight,0.026
22,Male,51.4,1.67,203.0,145.0,72.0,0.56,203.0,Soccer,11.2,1.9,5,Beginner,18.5,0.714,6.042,131.0,Normal,0.037
65,Female,55.4,1.58,160.0,109.0,68.0,1.01,433.0,Boxing,23.3,2.0,5,Advanced,22.1,0.681,7.145,92.0,Normal,0.036
35,Male,99.6,1.97,187.0,134.0,77.0,0.87,735.0,Swimming,22.9,3.0,3,Intermediate,25.7,0.717,14.08,110.0,Overweight,0.03
49,Female,55.8,1.55,171.0,106.0,70.0,0.86,217.0,Yoga,28.9,1.8,3,Intermediate,23.2,0.62,4.205,101.0,Normal,0.032
42,Female,51.7,1.5,179.0,127.0,71.0,0.92,329.0,Strength Training,29.0,1.9,4,Intermediate,23.0,0.709,5.96,108.0,Normal,0.037
34,Male,70.9,1.63,189.0,109.0,72.0,0.87,293.0,Walking,19.9,2.1,4,Intermediate,26.7,0.577,5.613,117.0,Overweight,0.03
22,Male,97.3,1.83,208.0,158.0,65.0,0.56,601.0,CrossFit,21.4,2.7,3,Intermediate,29.1,0.76,17.887,143.0,Overweight,0.028
41,Male,82.2,1.87,169.0,131.0,78.0,0.62,395.0,Boxing,19.7,2.7,3,Beginner,23.6,0.775,10.618,91.0,Normal,0.033
35,Male,65.3,1.75,180.0,122.0,68.0,0.83,359.0,Strength Training,12.4,2.3,4,Intermediate,21.2,0.678,7.209,112.0,Normal,0.035
21,Female,67.2,1.64,194.0,159.0,79.0,0.61,411.0,Swimming,29.0,2.4,3,Beginner,24.8,0.82,11.23,115.0,Normal,0.036
30,Male,70.9,1.76,180.0,112.0,75.0,0.7,260.0,Walking,18.2,2.4,3,Beginner,22.8,0.622,6.19,105.0,Normal,0.034
33,Male,86.4,1.84,188.0,136.0,65.0,0.98,624.0,Strength Training,19.2,2.6,2,Intermediate,25.5,0.723,10.612,123.0,Overweight,0.03
26,Female,54.5,1.67,184.0,142.0,70.0,0.8,409.0,Running,21.8,2.0,4,Intermediate,19.6,0.772,8.521,114.0,Normal,0.037
60,Male,79.0,1.75,169.0,136.0,80.0,0.52,409.0,Rowing,27.6,2.2,3,Beginner,25.9,0.805,13.109,89.0,Overweight,0.028
33,Female,51.3,1.64,182.0,143.0,75.0,0.71,284.0,Boxing,23.7,1.9,4,Beginner,19.1,0.786,6.667,107.0,Normal,0.037
41,Female,76.2,1.73,179.0,115.0,79.0,0.5,223.0,Walking,34.9,2.2,2,Beginner,25.6,0.642,7.433,100.0,Overweight,0.029
18,Male,86.2,1.72,210.0,127.0,67.0,0.62,263.0,Pilates,22.0,2.3,2,Intermediate,29.0,0.605,7.07,143.0,Overweight,0.027
37,Non-binary,75.4,1.64,187.0,112.0,65.0,1.02,429.0,Walking,20.4,2.4,2,Advanced,28.0,0.599,7.01,122.0,Overweight,0.032
35,Male,62.6,1.64,190.0,153.0,74.0,0.53,325.0,Rowing,18.5,2.1,2,Beginner,23.3,0.805,10.22,116.0,Normal,0.034
34,Male,77.6,1.79,184.0,143.0,67.0,0.59,425.0,HIIT,16.7,2.6,4,Intermediate,24.1,0.777,12.006,117.0,Normal,0.034
43,Female,100.0,1.77,176.0,129.0,72.0,0.61,401.0,Tennis,40.0,2.6,2,Beginner,31.8,0.733,10.956,104.0,Obese,0.026
28,Female,68.6,1.61,194.0,147.0,80.0,0.62,278.0,Soccer,31.3,2.4,4,Beginner,26.4,0.758,7.473,114.0,Overweight,0.035
20,Male,99.9,1.91,207.0,158.0,78.0,0.5,360.0,Boxing,23.4,3.0,5,Beginner,27.3,0.763,12.0,129.0,Overweight,0.03
41,Male,85.6,1.74,189.0,167.0,73.0,0.79,661.0,Running,23.2,2.8,3,Beginner,28.3,0.884,13.945,116.0,Overweight,0.033
38,Female,47.1,1.6,179.0,136.0,78.0,0.69,329.0,Swimming,21.9,1.7,3,Beginner,18.5,0.76,7.947,101.0,Normal,0.036
18,Female,72.7,1.68,201.0,145.0,71.0,0.53,260.0,Strength Training,32.0,2.2,3,Beginner,25.8,0.721,8.176,130.0,Overweight,0.03
18,Female,52.2,1.6,202.0,117.0,74.0,0.71,200.0,Pilates,19.2,1.9,4,Intermediate,20.4,0.579,4.695,128.0,Normal,0.036
21,Female,59.9,1.59,203.0,159.0,65.0,0.74,491.0,Running,25.6,1.9,4,Intermediate,23.8,0.783,11.059,138.0,Normal,0.032
26,Male,90.3,1.78,203.0,153.0,66.0,0.63,393.0,Tennis,25.9,2.6,4,Beginner,28.5,0.754,10.397,137.0,Overweight,0.029
29,Female,76.7,1.65,199.0,134.0,75.0,0.73,388.0,Strength Training,32.3,2.6,4,Intermediate,28.3,0.673,8.858,124.0,Overweight,0.034
45,Female,60.2,1.69,180.0,120.0,73.0,0.55,200.0,Pilates,27.4,2.0,2,Beginner,21.1,0.667,6.061,107.0,Normal,0.033
34,Male,74.9,1.8,180.0,158.0,79.0,0.74,576.0,Running,20.6,2.3,3,Beginner,23.2,0.878,12.973,101.0,Normal,0.031
29,Female,45.0,1.54,183.0,131.0,67.0,0.87,256.0,Running,19.6,1.8,4,Intermediate,18.9,0.716,4.904,116.0,Normal,0.04
25,Male,69.9,1.76,189.0,142.0,69.0,0.5,275.0,Tennis,17.9,2.0,2,Beginner,22.5,0.751,9.167,120.0,Normal,0.029
50,Female,70.0,1.59,174.0,132.0,66.0,0.99,601.0,Cycling,31.2,2.2,5,Intermediate,27.6,0.759,10.118,108.0,Overweight,0.031
28,Male,77.8,1.71,188.0,130.0,76.0,0.77,411.0,Soccer,21.3,2.5,3,Intermediate,26.6,0.691,8.896,112.0,Overweight,0.032
30,Male,62.3,1.62,188.0,129.0,70.0,0.63,249.0,Running,14.5,2.2,4,Intermediate,23.7,0.686,6.587,118.0,Normal,0.035
24,Female,49.1,1.63,196.0,152.0,79.0,0.72,267.0,Tennis,22.5,1.8,3,Beginner,18.5,0.776,6.181,117.0,Normal,0.037
43,Female,68.8,1.65,170.0,101.0,77.0,0.88,262.0,Pilates,35.9,2.4,3,Intermediate,25.3,0.594,4.962,93.0,Overweight,0.035
53,Male,106.0,1.91,166.0,112.0,84.0,0.85,598.0,Tennis,25.2,3.0,4,Intermediate,29.1,0.675,11.725,82.0,Overweight,0.028
59,Female,77.5,1.74,160.0,106.0,61.0,0.9,526.0,Running,26.5,2.2,5,Advanced,25.7,0.662,9.741,99.0,Overweight,0.028
43,Female,92.7,1.68,181.0,132.0,78.0,0.63,410.0,Tennis,40.0,2.7,3,Beginner,32.7,0.729,10.847,103.0,Obese,0.029
27,Male,64.8,1.76,203.0,158.0,65.0,0.66,373.0,Swimming,16.4,2.1,5,Beginner,20.8,0.778,9.419,138.0,Normal,0.032
33,Female,60.7,1.68,180.0,147.0,75.0,0.72,392.0,Swimming,23.7,2.2,4,Beginner,21.5,0.817,9.074,105.0,Normal,0.036
32,Female,109.5,1.77,189.0,113.0,69.0,0.87,484.0,Pilates,37.4,3.1,3,Intermediate,35.0,0.598,9.272,120.0,Obese,0.028
38,Male,82.9,1.88,176.0,124.0,65.0,1.05,595.0,Tennis,16.5,2.7,5,Advanced,23.5,0.705,9.444,111.0,Normal,0.033
18,Male,63.8,1.77,210.0,139.0,73.0,0.53,200.0,Walking,13.3,2.2,4,Beginner,20.4,0.662,6.289,137.0,Normal,0.034
23,Male,95.1,1.9,194.0,156.0,73.0,0.62,599.0,HIIT,18.1,3.0,4,Intermediate,26.3,0.804,16.102,121.0,Overweight,0.032
21,Female,76.1,1.63,202.0,134.0,59.0,1.12,567.0,Running,30.7,2.7,2,Advanced,28.6,0.663,8.438,143.0,Overweight,0.035
31,Female,72.0,1.71,186.0,136.0,78.0,0.55,260.0,Strength Training,30.9,2.3,2,Beginner,24.7,0.731,7.879,108.0,Normal,0.032
22,Male,60.3,1.8,198.0,151.0,82.0,0.53,315.0,Rowing,14.1,2.2,3,Beginner,18.5,0.763,9.906,116.0,Normal,0.036
60,Male,91.2,1.91,160.0,104.0,80.0,0.69,294.0,Yoga,24.2,2.4,2,Beginner,24.9,0.65,7.101,80.0,Normal,0.026
23,Male,73.4,1.69,199.0,140.0,71.0,0.84,463.0,Aerobics,19.1,2.5,3,Intermediate,25.8,0.704,9.187,128.0,Overweight,0.034
18,Non-binary,72.5,1.76,210.0,145.0,67.0,0.75,383.0,Strength Training,19.6,2.3,2,Intermediate,23.4,0.69,8.511,143.0,Normal,0.032
37,Female,79.6,1.72,173.0,100.0,69.0,0.76,274.0,Pilates,31.9,2.5,4,Intermediate,27.0,0.578,6.009,104.0,Overweight,0.031
25,Female,66.6,1.58,186.0,116.0,71.0,0.71,227.0,Pilates,34.0,2.2,3,Beginner,26.8,0.624,5.329,115.0,Overweight,0.033
30,Female,51.3,1.54,182.0,134.0,85.0,0.55,200.0,Running,27.8,1.7,2,Beginner,21.6,0.736,6.061,97.0,Normal,0.033
33,Female,64.4,1.6,195.0,152.0,82.0,0.56,262.0,Aerobics,32.7,2.0,5,Beginner,25.2,0.779,7.798,113.0,Overweight,0.031
53,Male,90.9,1.87,172.0,100.0,73.0,0.82,354.0,Yoga,22.5,2.8,3,Intermediate,26.0,0.581,7.195,99.0,Overweight,0.031
18,Female,51.7,1.62,203.0,130.0,69.0,0.56,200.0,Yoga,20.1,1.9,5,Beginner,19.8,0.64,5.952,134.0,Normal,0.037
19,Male,61.3,1.75,210.0,154.0,70.0,0.72,334.0,Tennis,10.9,2.2,3,Intermediate,20.1,0.733,7.731,140.0,Normal,0.036
29,Male,90.7,1.79,188.0,129.0,61.0,0.77,496.0,Tennis,24.9,2.8,2,Intermediate,28.2,0.686,10.736,127.0,Overweight,0.031
56,Female,66.3,1.64,160.0,125.0,79.0,0.52,261.0,Tennis,31.3,2.3,3,Beginner,24.5,0.781,8.365,81.0,Normal,0.035
31,Male,88.1,1.79,181.0,118.0,71.0,0.57,295.0,Walking,24.5,2.7,5,Beginner,27.4,0.652,8.626,110.0,Overweight,0.031
40,Male,68.1,1.71,189.0,127.0,79.0,0.57,200.0,Pilates,19.6,2.1,5,Beginner,23.2,0.672,5.848,110.0,Normal,0.031
52,Male,65.6,1.65,169.0,118.0,71.0,0.72,340.0,Strength Training,23.1,2.3,2,Intermediate,24.0,0.698,7.87,98.0,Normal,0.035
34,Male,85.8,1.83,186.0,139.0,74.0,0.67,418.0,Soccer,23.0,2.5,4,Beginner,25.5,0.747,10.398,112.0,Overweight,0.029
41,Female,72.7,1.61,182.0,131.0,73.0,1.01,661.0,Cycling,32.7,2.5,2,Intermediate,28.0,0.72,10.908,109.0,Overweight,0.034
51,Male,76.2,1.68,175.0,134.0,63.0,1.03,745.0,Cycling,20.1,2.7,5,Advanced,27.0,0.766,12.055,112.0,Overweight,0.035
21,Female,56.3,1.5,208.0,159.0,65.0,0.97,563.0,Running,27.0,2.0,3,Intermediate,25.0,0.764,9.674,143.0,Overweight,0.036
45,Female,66.4,1.65,178.0,149.0,70.0,0.58,375.0,HIIT,27.0,2.2,4,Intermediate,24.3,0.837,10.776,108.0,Normal,0.033
18,Male,59.4,1.64,202.0,130.0,69.0,0.62,200.0,Pilates,16.3,2.1,3,Beginner,22.2,0.644,5.376,133.0,Normal,0.035
21,Female,61.1,1.66,203.0,170.0,70.0,0.5,349.0,HIIT,26.3,1.9,4,Beginner,22.1,0.837,11.633,133.0,Normal,0.031
30,Male,89.8,1.89,181.0,134.0,81.0,0.7,482.0,Tennis,19.5,2.6,4,Beginner,25.0,0.74,11.476,100.0,Overweight,0.029
28,Male,56.2,1.65,186.0,124.0,61.0,0.87,361.0,Strength Training,14.3,2.0,3,Intermediate,20.7,0.667,6.916,125.0,Normal,0.036
45,Female,57.0,1.56,185.0,121.0,73.0,0.5,200.0,Walking,33.2,1.9,3,Beginner,23.4,0.654,6.667,112.0,Normal,0.033
51,Male,72.2,1.76,175.0,119.0,69.0,0.89,415.0,Aerobics,17.2,2.3,5,Intermediate,23.4,0.68,7.772,106.0,Normal,0.032
36,Male,73.7,1.87,180.0,136.0,75.0,0.51,262.0,Aerobics,15.3,2.4,4,Beginner,21.1,0.756,8.562,105.0,Normal,0.033
27,Female,73.3,1.7,184.0,131.0,73.0,0.77,413.0,Soccer,28.1,2.5,4,Intermediate,25.3,0.712,8.939,111.0,Overweight,0.034
39,Female,62.9,1.65,174.0,134.0,69.0,0.77,485.0,Running,23.9,2.1,2,Intermediate,23.1,0.77,10.498,105.0,Normal,0.033
48,Male,111.0,1.9,167.0,112.0,75.0,0.69,448.0,Walking,31.5,3.4,4,Beginner,30.7,0.671,10.821,92.0,Obese,0.031
19,Female,61.5,1.62,195.0,125.0,64.0,0.56,200.0,Pilates,28.7,2.1,2,Beginner,23.5,0.641,5.952,131.0,Normal,0.034
41,Female,87.7,1.64,179.0,138.0,59.0,0.66,561.0,CrossFit,35.3,2.4,3,Advanced,32.7,0.771,14.167,120.0,Obese,0.027
52,Female,78.4,1.72,160.0,119.0,67.0,0.96,740.0,Rowing,29.7,2.5,4,Advanced,26.4,0.744,12.847,93.0,Overweight,0.032
18,Male,56.6,1.66,197.0,157.0,69.0,0.6,310.0,Rowing,12.0,1.8,4,Beginner,20.6,0.797,8.611,128.0,Normal,0.032
18,Male,70.3,1.68,209.0,141.0,54.0,0.78,378.0,Soccer,19.0,2.2,4,Intermediate,24.8,0.675,8.077,155.0,Normal,0.031
65,Male,90.2,1.9,160.0,119.0,72.0,0.93,694.0,Swimming,22.6,2.7,5,Intermediate,25.1,0.744,12.437,88.0,Overweight,0.03
21,Male,87.8,1.76,195.0,129.0,71.0,0.61,263.0,Pilates,24.7,2.3,4,Beginner,28.3,0.662,7.186,124.0,Overweight,0.026
23,Female,75.1,1.71,193.0,155.0,70.0,0.5,352.0,HIIT,29.0,2.5,4,Intermediate,25.6,0.803,11.733,123.0,Overweight,0.033
30,Female,82.6,1.74,196.0,160.0,76.0,0.65,551.0,Swimming,35.0,2.3,3,Beginner,27.2,0.816,14.128,120.0,Overweight,0.028
18,Male,92.0,1.85,206.0,169.0,77.0,0.54,471.0,Rowing,22.0,2.5,4,Beginner,26.8,0.82,14.537,129.0,Overweight,0.027
18,Male,97.3,1.82,204.0,134.0,73.0,0.6,292.0,Yoga,24.1,2.9,3,Beginner,29.4,0.657,8.111,131.0,Overweight,0.03
28,Male,95.1,1.73,192.0,120.0,59.0,0.92,445.0,Walking,24.8,2.6,4,Advanced,31.6,0.625,8.062,133.0,Obese,0.027
22,Male,70.1,1.71,200.0,150.0,67.0,0.69,318.0,Tennis,15.5,2.5,4,Beginner,23.9,0.75,7.681,133.0,Normal,0.036
63,Male,69.2,1.77,160.0,138.0,75.0,0.62,484.0,Running,19.5,2.4,3,Beginner,22.2,0.862,13.011,85.0,Normal,0.035
18,Male,65.7,1.75,204.0,167.0,74.0,0.52,335.0,HIIT,12.1,2.1,2,Beginner,21.3,0.819,10.737,130.0,Normal,0.032
38,Female,48.6,1.59,173.0,141.0,85.0,0.52,283.0,HIIT,26.6,1.9,4,Beginner,19.3,0.815,9.071,88.0,Normal,0.039
33,Female,53.3,1.65,186.0,146.0,77.0,0.6,340.0,HIIT,17.7,1.8,2,Intermediate,19.5,0.785,9.444,109.0,Normal,0.034
18,Female,64.5,1.52,193.0,148.0,67.0,0.76,451.0,Cycling,35.9,2.0,2,Intermediate,28.0,0.767,9.89,126.0,Overweight,0.031
33,Female,59.6,1.5,177.0,102.0,71.0,1.1,308.0,Yoga,24.2,2.0,5,Advanced,26.5,0.576,4.667,106.0,Overweight,0.034
55,Female,68.3,1.69,175.0,117.0,73.0,0.68,296.0,Tennis,27.0,2.2,4,Intermediate,23.9,0.669,7.255,102.0,Normal,0.032
35,Female,67.5,1.59,182.0,127.0,74.0,0.77,346.0,Soccer,31.6,2.3,2,Intermediate,26.9,0.698,7.489,108.0,Overweight,0.034
18,Male,64.9,1.82,209.0,164.0,66.0,0.66,361.0,Rowing,11.1,2.0,4,Intermediate,19.6,0.785,9.116,143.0,Normal,0.031
26,Male,82.7,1.84,189.0,137.0,74.0,0.65,386.0,Soccer,19.8,2.5,3,Beginner,24.5,0.725,9.897,115.0,Normal,0.03
18,Female,69.8,1.72,205.0,158.0,57.0,1.02,666.0,Rowing,21.3,2.5,4,Advanced,23.7,0.771,10.882,148.0,Normal,0.036
55,Male,72.1,1.81,167.0,137.0,74.0,0.56,454.0,CrossFit,17.5,2.3,3,Intermediate,22.0,0.82,13.512,93.0,Normal,0.032
49,Female,70.9,1.6,171.0,122.0,72.0,0.66,323.0,Strength Training,40.0,2.1,3,Beginner,27.6,0.713,8.157,99.0,Overweight,0.03
40,Male,109.9,1.87,185.0,132.0,71.0,0.76,569.0,Tennis,27.2,3.3,2,Intermediate,31.4,0.714,12.478,114.0,Obese,0.03
28,Male,83.4,1.69,199.0,166.0,66.0,0.6,525.0,Running,22.0,2.4,3,Beginner,29.1,0.834,14.583,133.0,Overweight,0.029
26,Female,88.1,1.69,200.0,141.0,65.0,0.8,457.0,Soccer,33.2,2.5,4,Intermediate,30.8,0.705,9.521,135.0,Obese,0.028
57,Female,78.5,1.59,160.0,130.0,75.0,0.5,434.0,HIIT,40.0,2.5,3,Beginner,30.8,0.812,14.467,85.0,Obese,0.032
44,Male,57.4,1.72,168.0,121.0,77.0,0.53,208.0,Aerobics,14.9,2.1,3,Beginner,19.5,0.72,6.541,91.0,Normal,0.037
37,Male,86.8,1.93,177.0,118.0,69.0,0.79,505.0,Tennis,16.2,2.7,4,Intermediate,23.3,0.667,10.654,108.0,Normal,0.031
35,Male,77.1,1.72,182.0,131.0,68.0,0.65,506.0,Rowing,20.9,2.5,4,Intermediate,26.0,0.72,12.974,114.0,Overweight,0.032
19,Female,79.8,1.71,193.0,159.0,82.0,0.75,622.0,Swimming,33.0,2.5,3,Beginner,27.2,0.824,13.822,111.0,Overweight,0.031
44,Non-binary,89.0,1.81,166.0,126.0,77.0,0.6,422.0,Running,24.7,2.8,4,Beginner,27.1,0.759,11.722,89.0,Overweight,0.031
22,Female,70.6,1.65,198.0,152.0,75.0,0.7,342.0,Tennis,29.1,2.4,3,Beginner,25.9,0.768,8.143,123.0,Overweight,0.034
20,Female,68.9,1.65,194.0,145.0,75.0,0.77,370.0,Strength Training,36.8,2.4,2,Beginner,25.4,0.747,8.009,119.0,Overweight,0.035
23,Female,66.6,1.69,207.0,155.0,65.0,0.71,417.0,Rowing,23.8,2.3,4,Intermediate,23.4,0.749,9.789,142.0,Normal,0.035
26,Female,70.8,1.63,204.0,138.0,74.0,0.58,212.0,Pilates,31.1,2.3,4,Beginner,26.6,0.676,6.092,130.0,Overweight,0.032
34,Female,65.9,1.56,182.0,144.0,61.0,0.79,554.0,HIIT,25.5,2.0,2,Advanced,27.2,0.791,11.688,121.0,Overweight,0.03
23,Female,56.3,1.66,193.0,122.0,78.0,0.65,200.0,Yoga,25.4,2.1,5,Beginner,20.3,0.632,5.128,115.0,Normal,0.037
18,Female,86.2,1.63,195.0,162.0,79.0,0.5,480.0,HIIT,38.4,2.6,3,Beginner,32.6,0.831,16.0,116.0,Obese,0.03
26,Female,49.7,1.64,187.0,147.0,72.0,0.79,342.0,Swimming,17.8,1.8,3,Beginner,18.5,0.786,7.215,115.0,Normal,0.036
25,Male,68.8,1.76,193.0,141.0,62.0,0.72,389.0,Soccer,16.0,2.1,2,Beginner,22.2,0.731,9.005,131.0,Normal,0.031
18,Male,94.0,1.8,195.0,157.0,67.0,0.78,666.0,Cycling,25.6,2.5,2,Beginner,29.0,0.805,14.231,128.0,Overweight,0.027
37,Female,70.9,1.72,174.0,130.0,81.0,0.69,342.0,Aerobics,30.9,2.1,3,Beginner,24.0,0.747,8.261,93.0,Normal,0.03
38,Male,96.3,1.83,189.0,108.0,74.0,0.83,388.0,Pilates,23.5,2.5,4,Intermediate,28.7,0.571,7.791,115.0,Overweight,0.026
62,Male,91.7,1.83,168.0,130.0,72.0,0.54,469.0,HIIT,25.7,2.8,3,Intermediate,27.2,0.774,14.475,96.0,Overweight,0.031
32,Male,94.5,1.82,185.0,142.0,63.0,0.91,806.0,Swimming,25.4,2.7,3,Intermediate,28.6,0.768,14.762,122.0,Overweight,0.029
28,Female,65.6,1.65,197.0,154.0,69.0,0.56,254.0,Boxing,26.0,2.1,3,Beginner,24.1,0.782,7.56,128.0,Normal,0.032
52,Female,65.0,1.64,174.0,142.0,60.0,0.65,427.0,CrossFit,28.0,2.4,3,Advanced,24.0,0.816,10.949,114.0,Normal,0.037
22,Male,101.7,1.74,193.0,148.0,76.0,0.5,341.0,Soccer,27.3,2.7,3,Beginner,33.7,0.767,11.367,117.0,Obese,0.027
18,Non-binary,69.3,1.62,207.0,151.0,71.0,0.74,337.0,Strength Training,26.0,2.4,3,Beginner,26.6,0.729,7.59,136.0,Overweight,0.035
61,Female,87.3,1.72,163.0,116.0,73.0,0.98,710.0,Rowing,35.4,2.7,4,Advanced,29.6,0.712,12.075,90.0,Overweight,0.031
24,Male,74.2,1.78,188.0,127.0,65.0,0.72,369.0,Aerobics,15.9,2.1,4,Intermediate,23.4,0.676,8.542,123.0,Normal,0.028
26,Female,60.2,1.6,199.0,145.0,72.0,0.53,230.0,Soccer,24.6,2.1,3,Beginner,23.5,0.729,7.233,127.0,Normal,0.035
24,Female,46.7,1.58,195.0,133.0,67.0,0.76,678.0,Soccer,16.4,0.34,2,Intermediate,33.7,0.682,14.868,128.0,Obese,0.007
26,Male,67.5,1.74,194.0,162.0,82.0,0.73,482.0,Swimming,18.1,2.1,2,Beginner,22.4,0.835,11.005,112.0,Normal,0.031
42,Male,80.2,1.88,175.0,149.0,72.0,0.5,448.0,CrossFit,21.1,2.5,3,Beginner,22.8,0.851,14.933,103.0,Normal,0.031
36,Male,79.1,1.73,174.0,139.0,77.0,0.5,393.0,CrossFit,21.4,2.3,3,Intermediate,26.3,0.799,13.1,97.0,Overweight,0.029
20,Female,67.9,1.67,210.0,150.0,81.0,0.5,221.0,Running,31.2,2.0,3,Beginner,24.5,0.714,7.367,129.0,Normal,0.029
28,Male,93.9,1.9,202.0,156.0,75.0,0.53,333.0,Running,20.5,2.9,5,Beginner,25.9,0.772,10.472,127.0,Overweight,0.031
28,Male,72.1,1.76,186.0,128.0,79.0,0.76,369.0,Boxing,13.9,2.4,4,Intermediate,23.4,0.688,8.092,107.0,Normal,0.033
24,Female,78.7,1.67,205.0,170.0,71.0,0.57,505.0,CrossFit,33.3,2.4,3,Beginner,28.2,0.829,14.766,134.0,Overweight,0.03
39,Female,45.0,1.53,177.0,137.0,66.0,0.54,252.0,HIIT,22.0,1.6,3,Intermediate,18.5,0.774,7.778,111.0,Normal,0.036
39,Non-binary,71.4,1.67,189.0,147.0,76.0,0.65,346.0,Tennis,25.4,2.3,4,Beginner,25.6,0.778,8.872,113.0,Overweight,0.032
46,Male,95.7,1.85,171.0,123.0,64.0,1.0,623.0,Strength Training,20.4,2.6,4,Advanced,27.8,0.719,10.383,107.0,Overweight,0.027
43,Female,78.5,1.64,176.0,104.0,71.0,0.68,307.0,Walking,38.3,2.2,2,Intermediate,29.2,0.591,7.525,105.0,Overweight,0.028
25,Female,73.6,1.64,201.0,159.0,68.0,0.63,425.0,Swimming,35.9,2.3,2,Beginner,27.5,0.791,11.243,133.0,Overweight,0.031
22,Female,61.0,1.63,194.0,141.0,57.0,1.11,526.0,Tennis,20.1,2.2,5,Advanced,23.1,0.727,7.898,137.0,Normal,0.036
28,Male,94.1,1.85,183.0,139.0,64.0,0.84,774.0,Cycling,18.9,2.8,3,Intermediate,27.6,0.76,15.357,119.0,Overweight,0.03
23,Female,67.4,1.63,207.0,145.0,70.0,0.69,341.0,Boxing,27.0,2.1,4,Intermediate,25.5,0.7,8.237,137.0,Overweight,0.031
33,Male,95.1,1.8,193.0,130.0,73.0,0.86,554.0,Soccer,25.2,2.8,3,Intermediate,29.5,0.674,10.736,120.0,Overweight,0.029
28,Female,64.8,1.69,197.0,157.0,70.0,1.07,788.0,Running,26.3,2.1,4,Intermediate,22.7,0.797,12.274,127.0,Normal,0.032
18,Female,72.9,1.73,207.0,136.0,75.0,0.67,225.0,Pilates,30.5,2.3,3,Beginner,24.3,0.657,5.597,132.0,Normal,0.032
26,Male,94.2,1.76,186.0,131.0,78.0,0.9,553.0,Boxing,25.2,2.9,4,Intermediate,30.5,0.704,10.241,108.0,Obese,0.031
42,Male,56.4,1.74,184.0,128.0,69.0,0.93,408.0,Strength Training,7.4,2.0,5,Advanced,18.7,0.696,7.312,115.0,Normal,0.035
37,Male,73.8,1.76,182.0,134.0,76.0,0.61,307.0,Strength Training,24.3,2.1,3,Beginner,23.8,0.736,8.388,106.0,Normal,0.028
34,Female,65.8,1.74,191.0,166.0,71.0,0.5,356.0,HIIT,28.6,2.3,3,Beginner,21.7,0.869,11.867,120.0,Normal,0.035
38,Female,57.8,1.62,179.0,113.0,83.0,0.53,200.0,Pilates,28.3,2.0,4,Beginner,22.1,0.631,6.289,96.0,Normal,0.035
54,Female,75.2,1.61,165.0,124.0,81.0,0.68,502.0,Rowing,39.1,2.2,5,Intermediate,29.0,0.752,12.304,84.0,Overweight,0.029
31,Female,72.4,1.64,193.0,129.0,71.0,0.61,313.0,Soccer,29.7,2.3,2,Intermediate,27.0,0.668,8.552,122.0,Overweight,0.032
